url	http	redirects	final_url	bytes	title	description	og_title	og_image	canonical	robots	h1_count	jsonld
/alumni	200	0		36675	Alumni Network — SVIT Vasad	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/anti-ragging	200	0		28687	Anti-Ragging — SVIT Vasad	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus	200	0		76499	Explore The Campus — SVIT Vasad	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life	200	0		88684	Campus Life Overview — SVIT Vasad	An overview of facilities, clubs and flagship events at SVIT Vasad.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/clubs	200	0		49700	Student Clubs — SVIT Vasad	Student clubs and communities at SVIT Vasad.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/clubs/3d-printing-club	200	0		45046	3D Printing Club — Clubs — SVIT Vasad	The 3D Printing Club promotes additive manufacturing and design competitions. Students learn CAD design, prototyping, and participate in design challenges 	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/clubs/3d-printing-club/events	200	0		44277	3D Printing Club — Events — SVIT Vasad	Facilities, clubs and events that make SVIT more than a college.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/clubs/aero-slug-test	200	0		53309	aero club test  — Clubs — SVIT Vasad	aero club that teaches students to make drone tech	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/clubs/aero-slug-test/events	200	0		46895	aero club test  — Events — SVIT Vasad	Facilities, clubs and events that make SVIT more than a college.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/clubs/aim-club	200	0		45017	AIM Club — Clubs — SVIT Vasad	Automation, Invention &amp; Manufacturing (AIM) Club is a multi-department initiative focusing on 3D printing, HVAC, robotics and multidisciplinary projects th	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/clubs/aim-club/events	200	0		44217	AIM Club — Events — SVIT Vasad	Facilities, clubs and events that make SVIT more than a college.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/clubs/coding-club	200	0		44962	Coding Club — Clubs — SVIT Vasad	The Coding Club focuses on web development, debugging, hackathons and IT trends. Organizes Python/C workshops, CYCLONE coding events, and web design compet	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/clubs/coding-club/events	200	0		44210	Coding Club — Events — SVIT Vasad	Facilities, clubs and events that make SVIT more than a college.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/clubs/coe-iot	200	0		44996	CoE-IoT — Clubs — SVIT Vasad	Center of Excellence in IoT, supported by SAP with a ₹20 lakh investment. Runs the Code Unnati Program training students from IT, Computer and EC branches 	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/clubs/coe-iot/events	200	0		44204	CoE-IoT — Events — SVIT Vasad	Facilities, clubs and events that make SVIT more than a college.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/clubs/flysky-aero-modelling	200	0		45099	FlySky Aero Modelling Club — Clubs — SVIT Vasad	FlySky covers non-powered and powered aero models, drones, and rockets. Members build and fly RC aircraft, quadcopters and model rockets, participating in 	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/clubs/flysky-aero-modelling/events	200	0		44346	FlySky Aero Modelling Club — Events — SVIT Vasad	Facilities, clubs and events that make SVIT more than a college.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/clubs/gdsc-svit	200	0		48159	GDSC SVIT — Clubs — SVIT Vasad	Google Developer Student Club (GDSC) SVIT — 112+ student members learning Android development, Kotlin, Firebase and mobile app development through workshop	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/clubs/gdsc-svit/events	200	0		45110	GDSC SVIT — Events — SVIT Vasad	Facilities, clubs and events that make SVIT more than a college.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/clubs/isa-student-section	200	0		45120	ISA Student Section — Clubs — SVIT Vasad	ISA (Instrumentation and Control) Student Section at SVIT, active for 12+ years with 40 active members and 500+ students benefited. Organizes SPI-Intool wo	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/clubs/isa-student-section/events	200	0		44333	ISA Student Section — Events — SVIT Vasad	Facilities, clubs and events that make SVIT more than a college.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/clubs/ishrae-student-chapter	200	0		45109	ISHRAE Student Chapter — Clubs — SVIT Vasad	ISHRAE (Indian Society of Heating, Refrigerating and Air Conditioning Engineers) student chapter organizes ACREX INDIA exhibitions, training programs, and 	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/clubs/ishrae-student-chapter/events	200	0		44344	ISHRAE Student Chapter — Events — SVIT Vasad	Facilities, clubs and events that make SVIT more than a college.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/clubs/praxis	200	0		44614	praxis — Clubs — SVIT Vasad	nakul bhai murdabad 	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/clubs/praxis/events	200	0		44146	praxis — Events — SVIT Vasad	Facilities, clubs and events that make SVIT more than a college.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/clubs/robotics-research-centre	200	0		45091	Robotics Research Centre (RRC) — Clubs — SVIT Vasad	Established in 2018, RRC works on mobile robots, gesture-controlled robots, and underwater robots. Collaborates with Sak-Robotics Lab and e-yantra IIT Bomb	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/clubs/robotics-research-centre/events	200	0		44361	Robotics Research Centre (RRC) — Events — SVIT Vasad	Facilities, clubs and events that make SVIT more than a college.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/events	200	0		50797	Events — SVIT Vasad	TEDx, Prakarsh, Spandan, Malhar and other flagship events at SVIT Vasad.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/events/industrial-visit-fcc-2025	200	0		46039	Industrial Visit — Fineline Circuit Company — Events — SVIT Vasad	The Electronics &amp; Communication Engineering Department of SVIT Vasad organized an industrial visit to Fineline Circuit Company (FCC) on March 18, 2025, for	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/events/malhar	200	0		48543	Malhar — Annual Day — Events — SVIT Vasad	Malhar is SVIT&#x27;s vibrant annual celebration — a showcase of music, dance, drama and sports talent organized by the Students&#x27; Central Committee. The committ	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/events/mou-akash-technolabs-2025	200	0		45995	MOU with Akash Technolabs — Events — SVIT Vasad	A proud moment as the Computer Engineering Department of SVIT-VASAD and Akash Technolabs, Ahmedabad officially signed an MoU on 15th April 2025. This colla	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/events/nba-accreditation-civil-mech-2023	200	0		45928	NBA Accreditation — Civil &amp; Mechanical — Events — SVIT Vasad	The Department of Civil Engineering and Department of Mechanical Engineering of SVIT-VASAD has been accredited by NBA, New Delhi for three years, 2023-24 t	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/events/placement-grooming-it-2025	200	0		45897	Placement Grooming Session — Events — SVIT Vasad	The Training &amp; Placement Cell, IT Department, organized an expert session on &quot;Placement Grooming and the Importance of Mock Placement&quot; for 4th and 6th seme	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/events/prakarsh	200	0		48758	Prakarsh — Techfest &amp; Talkfest — Events — SVIT Vasad	Prakarsh is SVIT&#x27;s flagship national-level Techfest &amp; Talkfest, organized under the aegis of ISTE. About 3500 students from 80+ engineering colleges across	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/events/spark	200	0		48374	Spandan — Events — SVIT Vasad	Spandan is SVIT&#x27;s one-day inter-department cultural festival held every odd semester, giving newly admitted students a platform to showcase their talent al	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/events/tedx	200	0		48609	TEDx SVIT Vasad — Events — SVIT Vasad	TEDxSVIT Vasad brings speakers from diverse domains — science, arts, industry and civic life — to share ideas worth spreading. The September 2023 edition o	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/events/xitij-gtu-cultural-fest	200	0		45983	Xitij — GTU Cultural Festival — Events — SVIT Vasad	Xitij is a cultural youth festival conducted annually by Gujarat Technological University (GTU). SVIT students participate in 25+ competitions across Music	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/facilities	200	0		64508	Facilities — Campus Life — SVIT Vasad	Academic and sports facilities across the SVIT Vasad campus.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/facilities/ac-smart-classes	200	0		35275	AC Smart Classrooms — Facilities — SVIT Vasad	Air-conditioned smart classrooms with interactive displays, digital podiums and campus-wide Wi-Fi. Lectures can be recorded and shared with students for re	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/facilities/airplane-lab	200	0		33006	airplane lab — Facilities — SVIT Vasad	description	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/facilities/badminton	200	0		35016	Badminton Courts — Facilities — SVIT Vasad	Indoor badminton courts with wooden flooring and adequate lighting for practice and tournaments.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/facilities/basketball	200	0		34953	Basketball Court — Facilities — SVIT Vasad	Full-size outdoor basketball court with flood-lighting for evening practice.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/facilities/carrom	200	0		34952	Carrom Room — Facilities — SVIT Vasad	Recreational carrom lounge for informal play between classes and during hostel evenings.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/facilities/chess	200	0		34912	Chess Room — Facilities — SVIT Vasad	Dedicated chess room with boards, clocks and quiet study atmosphere for tournament practice.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/facilities/cricket	200	0		35046	Cricket Ground — Facilities — SVIT Vasad	Cricket ground with turf pitches and dedicated net practice area for batting and bowling drills.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/facilities/football	200	0		35024	Football Ground — Facilities — SVIT Vasad	Full-size football ground used for practice, inter-department leagues and inter-college tournaments.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/facilities/labs	200	0		35350	Engineering Labs — Facilities — SVIT Vasad	Well-equipped engineering laboratories across every department — from software and networking labs to workshops, thermal, structures, VLSI, and process-con	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/facilities/library	200	0		35240	Central Library — Facilities — SVIT Vasad	A digital-first central library with 30,000+ titles, subscribed e-journals (IEEE, ASME, Springer, Elsevier) and dedicated reading zones for individual and 	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/facilities/main-campus	200	0		32188	Main Campus — Facilities — SVIT Vasad		SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/facilities/pickle	200	0		34895	Pickleball Court — Facilities — SVIT Vasad	Dedicated pickleball court supporting the fastest-growing racquet sport on campus.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/facilities/table-tennis	200	0		34909	Table Tennis — Facilities — SVIT Vasad	Indoor hall with multiple TT tables for concurrent practice and doubles matches.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/facilities/volley	200	0		34965	Volleyball Court — Facilities — SVIT Vasad	Volleyball facilities with both sand and hard-court options for casual and competitive play.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/campus-life/facilities/weightlifting	200	0		35073	Weightlifting &amp; Gym — Facilities — SVIT Vasad	Campus gym with weightlifting, cardio and functional-training equipment supervised by trained staff.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/careers	200	0		34254	Careers at SVIT Vasad	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/colleges	200	0		34545	Our Institutes — SVIT Group	Explore the four constituent colleges of the SVIT Group — SVIT, SVICA, SVION, and SVIT COA.	Our Institutes — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/colleges/svica	200	0		47341	Sardar Vallabhbhai Patel Institute of Computer Applications (SVICA) — SVIT Group	SVICA — Shaping Careers in Computer Applications. SVICA offers industry-aligned BCA and B.Sc IT programmes with strong foundations in programming, data, and modern software engineering.	Sardar Vallabhbhai Patel Institute of Computer Applications (SVICA) — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/colleges/svion	200	0		47984	Sardar Vallabhbhai Patel Institute of Nursing (SVION) — SVIT Group	SVION — Nursing Excellence, Compassion in Care. SVION trains skilled, compassionate nursing professionals through hands-on clinical practice and mentorship by senior healthcare educators.	Sardar Vallabhbhai Patel Institute of Nursing (SVION) — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/colleges/svit-coa	200	0		47948	College Of Architecture (COA) — SVIT Group	COA — Designing Spaces, Building Futures. A COA-approved architecture school with design studios, workshops, and heritage &amp; sustainability electives that shape thoughtful, responsible architects.	College Of Architecture (COA) — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/colleges/svit-degree	200	0		68702	Sardar Vallabhbhai Patel Institute of Technology (SVIT) — SVIT Group	SVIT — Engineering Tomorrow&#x27;s Innovators. The flagship institute of the SVIT Group — offering AICTE-approved Engineering, Diploma, MBA and MCA programmes with 95%+ placement across 200+ recruiting partners.	Sardar Vallabhbhai Patel Institute of Technology (SVIT) — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/courses	200	0		45524	Our Courses — SVIT Vasad	Explore engineering, MBA, MCA, BBA, B.Sc, architecture and diploma programmes at SVIT Vasad.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/courses/architecture	200	0		37570	Architecture — SVIT Vasad	COA-approved architecture programme with design studios, urban planning exposure, and heritage conservation electives.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/courses/architecture/faculty	404	0		38051	Architecture — SVIT Vasad	COA-approved architecture programme with design studios, urban planning exposure, and heritage conservation electives.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/courses/bba	200	0		37380	BBA — SVIT Vasad	Undergraduate management programme designed to build core business acumen and leadership from day one.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/courses/bba/faculty	404	0		37852	BBA — SVIT Vasad	Undergraduate management programme designed to build core business acumen and leadership from day one.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/courses/bsc	200	0		37321	B.Sc IT — SVIT Vasad	Undergraduate IT programme with foundations in programming, databases, and emerging tech.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/courses/bsc/faculty	404	0		37793	B.Sc IT — SVIT Vasad	Undergraduate IT programme with foundations in programming, databases, and emerging tech.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/courses/diploma	200	0		37562	Diploma Engineering — SVIT Vasad	Diploma programmes in Civil, Electrical, Computer and IT Engineering. Entry-level engineering with direct lateral entry to B.E. second year.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/courses/diploma/faculty	404	0		38038	Diploma Engineering — SVIT Vasad	Diploma programmes in Civil, Electrical, Computer and IT Engineering. Entry-level engineering with direct lateral entry to B.E. second year.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/courses/engineering	200	0		38146	B.E. Engineering — SVIT Vasad	AICTE-approved B.E. programmes across 9 engineering disciplines — Computer, IT, Civil, Mechanical, Electrical, Electronics &amp; Communication, Aeronautical, Computer Science &amp; Design, and Applied Science. NBA accredited departments with strong industry linkages.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/courses/engineering/faculty	404	0		24583	SVIT Vasad — Sardar Vallabhbhai Institute of Technology	AICTE-approved engineering, management and applied sciences programmes on a 15-acre campus in Vasad, Gujarat. 95% placements, modern labs, vibrant campus life.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/courses/mba	200	0		37517	MBA — SVIT Vasad	GTU-affiliated MBA programme building business acumen, leadership and entrepreneurial skills with strong industry interaction.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/courses/mba/faculty	404	0		37989	MBA — SVIT Vasad	GTU-affiliated MBA programme building business acumen, leadership and entrepreneurial skills with strong industry interaction.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/courses/mca	200	0		37701	MCA — SVIT Vasad	Postgraduate programme in Computer Applications covering advanced software development, database management, AI/ML and network security. GTU-affiliated with strong placement support.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/courses/mca/faculty	404	0		38173	MCA — SVIT Vasad	Postgraduate programme in Computer Applications covering advanced software development, database management, AI/ML and network security. GTU-affiliated with strong placement support.	SVIT Vasad — Institute of Technology	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/AE	200	0		40798	Aeronautical Engineering — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Aeronautical Engineering.	Aeronautical Engineering — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/AE/achievements	200	0		40870	Aeronautical Engineering — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Aeronautical Engineering.	Aeronautical Engineering — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/AE/activities	200	0		43125	Aeronautical Engineering — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Aeronautical Engineering.	Aeronautical Engineering — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/AE/labs	200	0		39814	Aeronautical Engineering — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Aeronautical Engineering.	Aeronautical Engineering — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/AE/staff	200	0		56873	Aeronautical Engineering — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Aeronautical Engineering.	Aeronautical Engineering — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/ARCH	200	0		47906	Architecture &amp; Design — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Architecture &amp; Design.	Architecture &amp; Design — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/ARCH/achievements	200	0		45135	Architecture &amp; Design — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Architecture &amp; Design.	Architecture &amp; Design — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
/departments/ARCH/activities	200	0		48168	Architecture &amp; Design — SVIT Group	Programs, faculty, achievements and industry activities at the Department of Architecture &amp; Design.	Architecture &amp; Design — SVIT Group	https://agezrfclusigfqysbxwb.supabase.co/storage/v1/object/public/media/logos/svit.png			1	0
